date,campaign_id,campaign_name,spend,clicks,articleid,type,version,author,media,adset_id,banner_revenue,video_revenue,created_date,revenue>spend,headline,media_link,total_revenue,profit,roi,cpc,is_profitable
2024-02-20,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,7.09,110,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,8.48673,0.446670000000001,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,8.9334,1.8434000000000008,1.2600000000000002,0.06445454545454546,True
2024-02-20,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,7.09,110,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,8.48673,0.446670000000001,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,8.9334,1.8434000000000008,1.2600000000000002,0.06445454545454546,True
2024-02-21,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,34.77,453,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,49.44294000000001,5.493659999999998,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,54.936600000000006,20.166600000000003,1.58,0.07675496688741723,True
2024-02-21,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,34.77,453,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,49.44294000000001,5.493659999999998,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,54.936600000000006,20.166600000000003,1.58,0.07675496688741723,True
2024-02-21,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,34.77,453,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,49.44294000000001,5.493659999999998,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,54.936600000000006,20.166600000000003,1.58,0.07675496688741723,True
2024-02-22,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,12.81,156,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,17.393418,1.3091819999999998,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,18.7026,5.8926,1.46,0.08211538461538462,True
2024-02-22,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,12.81,156,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,17.393418,1.3091819999999998,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,18.7026,5.8926,1.46,0.08211538461538462,True
2024-02-22,c:703770107520193400,413122 Alt v1 android (Vasyl) IMG,12.81,156,413122,Alt,v1,Vasyl,IMG,a:452167281776838000,17.393418,1.3091819999999998,2024-02-20,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,18.7026,5.8926,1.46,0.08211538461538462,True
2024-02-20,c:687191956695160300,411954 Alt v1 android (Dima) IMG,7.89,218,411954,Alt,v1,Dima,IMG,a:342619772851825000,5.734452,0.4986479999999993,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,6.233099999999999,-1.6569000000000003,0.7899999999999999,0.036192660550458715,False
2024-02-20,c:687191956695160300,411954 Alt v1 android (Dima) IMG,7.89,218,411954,Alt,v1,Dima,IMG,a:342619772851825000,5.734452,0.4986479999999993,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,6.233099999999999,-1.6569000000000003,0.7899999999999999,0.036192660550458715,False
2024-02-20,c:687191956695160300,411954 Alt v1 android (Dima) IMG,7.89,218,411954,Alt,v1,Dima,IMG,a:342619772851825000,5.734452,0.4986479999999993,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,6.233099999999999,-1.6569000000000003,0.7899999999999999,0.036192660550458715,False
2024-02-21,c:687191956695160300,411954 Alt v1 android (Dima) IMG,20.7,455,411954,Alt,v1,Dima,IMG,a:342619772851825000,14.78808,0.9439200000000003,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,15.732000000000001,-4.967999999999998,0.7600000000000001,0.04549450549450549,False
2024-02-21,c:687191956695160300,411954 Alt v1 android (Dima) IMG,20.7,455,411954,Alt,v1,Dima,IMG,a:342619772851825000,14.78808,0.9439200000000003,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,15.732000000000001,-4.967999999999998,0.7600000000000001,0.04549450549450549,False
2024-02-21,c:687191956695160300,411954 Alt v1 android (Dima) IMG,20.7,455,411954,Alt,v1,Dima,IMG,a:342619772851825000,14.78808,0.9439200000000003,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,15.732000000000001,-4.967999999999998,0.7600000000000001,0.04549450549450549,False
2024-02-22,c:687191956695160300,411954 Alt v1 android (Dima) IMG,19.87,350,411954,Alt,v1,Dima,IMG,a:342619772851825000,14.147440000000001,1.7485599999999994,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,15.896,-3.974,0.8,0.05677142857142858,False
2024-02-22,c:687191956695160300,411954 Alt v1 android (Dima) IMG,19.87,350,411954,Alt,v1,Dima,IMG,a:342619772851825000,14.147440000000001,1.7485599999999994,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,15.896,-3.974,0.8,0.05677142857142858,False
2024-02-22,c:687191956695160300,411954 Alt v1 android (Dima) IMG,19.87,350,411954,Alt,v1,Dima,IMG,a:342619772851825000,14.147440000000001,1.7485599999999994,2024-02-20,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,15.896,-3.974,0.8,0.05677142857142858,False
2024-02-20,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,8.35,328,416170,Alt,v1,Yuliia,VID,a:226820835315267000,12.191835,0.9176650000000013,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,13.1095,4.759500000000001,1.57,0.02545731707317073,True
2024-02-20,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,8.35,328,416170,Alt,v1,Yuliia,VID,a:226820835315267000,12.191835,0.9176650000000013,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,13.1095,4.759500000000001,1.57,0.02545731707317073,True
2024-02-20,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,8.35,328,416170,Alt,v1,Yuliia,VID,a:226820835315267000,12.191835,0.9176650000000013,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,13.1095,4.759500000000001,1.57,0.02545731707317073,True
2024-02-21,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,34.4,591,416170,Alt,v1,Yuliia,VID,a:226820835315267000,55.70047999999999,7.5955200000000005,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,63.29599999999999,28.895999999999994,1.8399999999999999,0.05820642978003384,True
2024-02-21,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,34.4,591,416170,Alt,v1,Yuliia,VID,a:226820835315267000,55.70047999999999,7.5955200000000005,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,63.29599999999999,28.895999999999994,1.8399999999999999,0.05820642978003384,True
2024-02-21,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,34.4,591,416170,Alt,v1,Yuliia,VID,a:226820835315267000,55.70047999999999,7.5955200000000005,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,63.29599999999999,28.895999999999994,1.8399999999999999,0.05820642978003384,True
2024-02-22,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,28.07,972,416170,Alt,v1,Yuliia,VID,a:226820835315267000,51.73300999999999,2.7227900000000034,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,54.455799999999996,26.385799999999996,1.94,0.028878600823045268,True
2024-02-22,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,28.07,972,416170,Alt,v1,Yuliia,VID,a:226820835315267000,51.73300999999999,2.7227900000000034,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,54.455799999999996,26.385799999999996,1.94,0.028878600823045268,True
2024-02-22,c:747590157675858800,416170 Alt v1 android (Yuliia) VID,28.07,972,416170,Alt,v1,Yuliia,VID,a:226820835315267000,51.73300999999999,2.7227900000000034,2024-02-20,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,54.455799999999996,26.385799999999996,1.94,0.028878600823045268,True
2024-02-20,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,8.88,255,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,14.524128000000001,0.9270720000000008,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,15.451200000000002,6.571200000000001,1.74,0.03482352941176471,True
2024-02-20,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,8.88,255,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,14.524128000000001,0.9270720000000008,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,15.451200000000002,6.571200000000001,1.74,0.03482352941176471,True
2024-02-20,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,8.88,255,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,14.524128000000001,0.9270720000000008,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,15.451200000000002,6.571200000000001,1.74,0.03482352941176471,True
2024-02-21,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,37.55,833,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,67.59,7.509999999999991,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,75.1,37.55,2.0,0.04507803121248499,True
2024-02-21,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,37.55,833,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,67.59,7.509999999999991,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,75.1,37.55,2.0,0.04507803121248499,True
2024-02-21,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,37.55,833,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,67.59,7.509999999999991,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,75.1,37.55,2.0,0.04507803121248499,True
2024-02-22,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,20.7,420,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,24.964199999999998,2.773799999999998,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,27.737999999999996,7.037999999999997,1.3399999999999999,0.04928571428571429,True
2024-02-22,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,20.7,420,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,24.964199999999998,2.773799999999998,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,27.737999999999996,7.037999999999997,1.3399999999999999,0.04928571428571429,True
2024-02-22,c:201343736618760700,405305 Alt v4 android (Vasyl) GIF,20.7,420,405305,Alt,v4,Vasyl,GIF,a:286524542206090000,24.964199999999998,2.773799999999998,2024-02-20,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,27.737999999999996,7.037999999999997,1.3399999999999999,0.04928571428571429,True
2024-02-20,c:875992654366783400,300646 Alt v3 android (Artem) GIF,8.21,530,300646,Alt,v3,Artem,GIF,a:345336968984642000,8.292921000000002,0.8201789999999995,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,9.113100000000001,0.9031000000000002,1.11,0.01549056603773585,True
2024-02-20,c:875992654366783400,300646 Alt v3 android (Artem) GIF,8.21,530,300646,Alt,v3,Artem,GIF,a:345336968984642000,8.292921000000002,0.8201789999999995,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,9.113100000000001,0.9031000000000002,1.11,0.01549056603773585,True
2024-02-20,c:875992654366783400,300646 Alt v3 android (Artem) GIF,8.21,530,300646,Alt,v3,Artem,GIF,a:345336968984642000,8.292921000000002,0.8201789999999995,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,9.113100000000001,0.9031000000000002,1.11,0.01549056603773585,True
2024-02-21,c:875992654366783400,300646 Alt v3 android (Artem) GIF,48.37,604,300646,Alt,v3,Artem,GIF,a:345336968984642000,75.123447,5.654453000000004,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,80.7779,32.407900000000005,1.6700000000000002,0.08008278145695363,True
2024-02-21,c:875992654366783400,300646 Alt v3 android (Artem) GIF,48.37,604,300646,Alt,v3,Artem,GIF,a:345336968984642000,75.123447,5.654453000000004,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,80.7779,32.407900000000005,1.6700000000000002,0.08008278145695363,True
2024-02-21,c:875992654366783400,300646 Alt v3 android (Artem) GIF,48.37,604,300646,Alt,v3,Artem,GIF,a:345336968984642000,75.123447,5.654453000000004,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,80.7779,32.407900000000005,1.6700000000000002,0.08008278145695363,True
2024-02-22,c:875992654366783400,300646 Alt v3 android (Artem) GIF,24.92,1084,300646,Alt,v3,Artem,GIF,a:345336968984642000,29.707132000000005,2.9380679999999977,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,32.6452,7.725200000000001,1.31,0.022988929889298893,True
2024-02-22,c:875992654366783400,300646 Alt v3 android (Artem) GIF,24.92,1084,300646,Alt,v3,Artem,GIF,a:345336968984642000,29.707132000000005,2.9380679999999977,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,32.6452,7.725200000000001,1.31,0.022988929889298893,True
2024-02-22,c:875992654366783400,300646 Alt v3 android (Artem) GIF,24.92,1084,300646,Alt,v3,Artem,GIF,a:345336968984642000,29.707132000000005,2.9380679999999977,2024-02-20,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,32.6452,7.725200000000001,1.31,0.022988929889298893,True
2024-02-20,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,7.84,99,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,4.812192,0.36220799999999986,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,5.1743999999999994,-2.6656000000000004,0.6599999999999999,0.07919191919191919,False
2024-02-20,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,7.84,99,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,4.812192,0.36220799999999986,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,5.1743999999999994,-2.6656000000000004,0.6599999999999999,0.07919191919191919,False
2024-02-20,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,7.84,99,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,4.812192,0.36220799999999986,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,5.1743999999999994,-2.6656000000000004,0.6599999999999999,0.07919191919191919,False
2024-02-21,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,49.47,1033,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,31.700376000000002,3.918023999999999,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,35.6184,-13.851599999999998,0.7200000000000001,0.04788964181994192,False
2024-02-21,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,49.47,1033,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,31.700376000000002,3.918023999999999,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,35.6184,-13.851599999999998,0.7200000000000001,0.04788964181994192,False
2024-02-21,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,49.47,1033,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,31.700376000000002,3.918023999999999,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,35.6184,-13.851599999999998,0.7200000000000001,0.04788964181994192,False
2024-02-22,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,22.32,262,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,9.749376000000002,0.9642239999999997,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,10.713600000000001,-11.606399999999999,0.48000000000000004,0.08519083969465649,False
2024-02-22,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,22.32,262,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,9.749376000000002,0.9642239999999997,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,10.713600000000001,-11.606399999999999,0.48000000000000004,0.08519083969465649,False
2024-02-22,c:407315032894861600,417502 Alt v1 android (Yuliia) IMG,22.32,262,417502,Alt,v1,Yuliia,IMG,a:208962884548720000,9.749376000000002,0.9642239999999997,2024-02-20,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,10.713600000000001,-11.606399999999999,0.48000000000000004,0.08519083969465649,False
2024-02-20,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,3.95,126,405227,Alt,v2,Andrii,IMG,a:277681806542705000,1.4931,0.16589999999999994,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,1.659,-2.2910000000000004,0.42,0.03134920634920635,False
2024-02-20,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,3.95,126,405227,Alt,v2,Andrii,IMG,a:277681806542705000,1.4931,0.16589999999999994,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,1.659,-2.2910000000000004,0.42,0.03134920634920635,False
2024-02-20,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,3.95,126,405227,Alt,v2,Andrii,IMG,a:277681806542705000,1.4931,0.16589999999999994,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,1.659,-2.2910000000000004,0.42,0.03134920634920635,False
2024-02-21,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,26.95,318,405227,Alt,v2,Andrii,IMG,a:277681806542705000,12.545224999999999,0.6602750000000004,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,13.205499999999999,-13.7445,0.49,0.08474842767295597,False
2024-02-21,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,26.95,318,405227,Alt,v2,Andrii,IMG,a:277681806542705000,12.545224999999999,0.6602750000000004,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,13.205499999999999,-13.7445,0.49,0.08474842767295597,False
2024-02-21,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,26.95,318,405227,Alt,v2,Andrii,IMG,a:277681806542705000,12.545224999999999,0.6602750000000004,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,13.205499999999999,-13.7445,0.49,0.08474842767295597,False
2024-02-22,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,12.52,372,405227,Alt,v2,Andrii,IMG,a:277681806542705000,4.7375680000000004,0.6460319999999999,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,5.3836,-7.136399999999999,0.43000000000000005,0.03365591397849462,False
2024-02-22,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,12.52,372,405227,Alt,v2,Andrii,IMG,a:277681806542705000,4.7375680000000004,0.6460319999999999,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,5.3836,-7.136399999999999,0.43000000000000005,0.03365591397849462,False
2024-02-22,c:140725047727756620,405227 Alt v2 android (Andrii) IMG,12.52,372,405227,Alt,v2,Andrii,IMG,a:277681806542705000,4.7375680000000004,0.6460319999999999,2024-02-20,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,5.3836,-7.136399999999999,0.43000000000000005,0.03365591397849462,False
2024-02-20,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,8.54,97,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,3.6892799999999997,0.40992000000000006,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,4.0992,-4.440799999999999,0.48000000000000004,0.08804123711340206,False
2024-02-20,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,8.54,97,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,3.6892799999999997,0.40992000000000006,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,4.0992,-4.440799999999999,0.48000000000000004,0.08804123711340206,False
2024-02-20,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,8.54,97,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,3.6892799999999997,0.40992000000000006,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,4.0992,-4.440799999999999,0.48000000000000004,0.08804123711340206,False
2024-02-21,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,37.62,549,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,20.198178,1.9976219999999998,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,22.1958,-15.424199999999999,0.59,0.06852459016393442,False
2024-02-21,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,37.62,549,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,20.198178,1.9976219999999998,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,22.1958,-15.424199999999999,0.59,0.06852459016393442,False
2024-02-21,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,37.62,549,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,20.198178,1.9976219999999998,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,22.1958,-15.424199999999999,0.59,0.06852459016393442,False
2024-02-22,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,12.18,214,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,5.381124,0.3434760000000008,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,5.724600000000001,-6.455399999999999,0.4700000000000001,0.056915887850467285,False
2024-02-22,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,12.18,214,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,5.381124,0.3434760000000008,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,5.724600000000001,-6.455399999999999,0.4700000000000001,0.056915887850467285,False
2024-02-22,c:434473091894797000,404730 Alt v4 android (Vasyl) IMG,12.18,214,404730,Alt,v4,Vasyl,IMG,a:259532738534547000,5.381124,0.3434760000000008,2024-02-20,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,5.724600000000001,-6.455399999999999,0.4700000000000001,0.056915887850467285,False
2024-02-19,c:965024766748633000,413802 Original v3 android (Yuliia) VID,6.11,94,413802,Original,v3,Yuliia,VID,a:286791811480598000,9.51938,0.5010200000000005,2024-02-19,True,"Wife Believes Husband is at Work, Unexpectedly Sees Him Entering Unknown Car and Exiting Town",video,10.0204,3.9104,1.64,0.065,True
